00688.jpg;926;22;965;70;2;0.98
00688.jpg;961;267;1024;330;1;1.0
00688.jpg;851;406;885;446;3;1.0
00688.jpg;747;364;767;387;1;0.64
00689.jpg;34;136;76;184;1;1.0
00689.jpg;890;488;920;512;2;0.98
00689.jpg;590;488;620;515;2;1.0
00690.jpg;775;505;799;529;1;1.0
00691.jpg;468;491;489;509;1;0.99
00691.jpg;887;492;905;512;1;0.87
00692.jpg;1049;353;1094;397;1;1.0
00693.jpg;983;382;1025;421;1;0.99
00695.jpg;641;324;652;334;1;0.89
00695.jpg;959;269;1004;317;1;1.0
00696.jpg;6;435;24;453;1;1.0
00697.jpg;961;328;1015;388;2;1.0
00698.jpg;739;414;762;440;1;1.0
00699.jpg;728;414;754;445;1;1.0
00700.jpg;851;351;911;404;5;1.0
00700.jpg;1148;46;1169;66;5;0.58
00701.jpg;1040;388;1094;442;1;0.97
00703.jpg;1001;362;1038;403;1;1.0
00703.jpg;997;317;1045;360;2;1.0
00704.jpg;770;413;791;437;1;1.0
00704.jpg;356;420;386;450;1;1.0
00705.jpg;950;340;992;379;1;1.0
00706.jpg;1300;37;1345;73;1;0.98
00707.jpg;907;381;944;419;1;1.0
00710.jpg;1081;198;1165;282;1;1.0
00712.jpg;930;359;984;413;1;1.0
00714.jpg;782;311;830;356;1;1.0
00715.jpg;288;349;348;409;6;1.0
00715.jpg;1126;243;1138;257;1;1.0
00715.jpg;817;354;841;378;1;1.0
00716.jpg;820;334;868;385;1;1.0
00717.jpg;838;435;859;459;1;1.0
00719.jpg;930;390;969;426;1;1.0
00720.jpg;1179;334;1227;373;1;1.0
00721.jpg;903;356;934;385;5;1.0
00721.jpg;1062;507;1086;531;1;1.0
00722.jpg;253;434;274;452;5;1.0
00722.jpg;991;328;1050;385;2;1.0
00722.jpg;106;369;160;417;2;1.0
00723.jpg;743;360;804;417;2;0.74
00723.jpg;181;368;235;416;2;1.0
00723.jpg;694;423;718;447;1;1.0
00726.jpg;738;219;759;234;2;0.52
00728.jpg;497;566;533;596;2;1.0
00729.jpg;535;487;571;523;1;1.0
00730.jpg;464;441;512;489;1;1.0
00730.jpg;1052;520;1083;547;1;1.0
00732.jpg;973;589;994;610;2;0.96
00733.jpg;446;587;486;628;6;1.0
00733.jpg;104;532;117;545;1;1.0
00733.jpg;507;425;543;461;1;1.0
00733.jpg;936;522;966;549;1;1.0
00734.jpg;1088;449;1166;527;1;1.0
00736.jpg;828;550;855;574;2;1.0
00737.jpg;609;448;632;469;5;1.0
00737.jpg;477;453;501;475;5;1.0
00738.jpg;558;607;582;632;6;1.0
00740.jpg;1164;509;1212;558;1;1.0
00740.jpg;1072;556;1092;574;5;1.0
00740.jpg;488;510;534;558;1;1.0
00741.jpg;436;557;466;584;1;1.0
00741.jpg;971;554;1001;581;1;1.0
00742.jpg;329;557;371;599;1;1.0
00742.jpg;957;550;996;593;1;1.0
00744.jpg;1160;541;1178;557;5;1.0
00746.jpg;238;472;278;514;1;1.0
00746.jpg;234;513;279;561;1;1.0
00746.jpg;1135;527;1183;581;1;0.67
00746.jpg;1133;492;1181;534;1;1.0
00747.jpg;1140;497;1203;560;1;1.0
00749.jpg;1154;546;1199;592;1;1.0
00749.jpg;299;548;347;596;1;1.0
